,A,A-q,B,B-q,C,C-q,D,D-q
5332,1.0,195881,1.0,195881,0.0,195881,2.0,195881
5333,1.0,217546,4.0,217546,4.0,217546,2.0,217546
5334,100.0,222608,100.0,222608,100.0,222608,100.0,222608
5335,100.0,11991,96.0,11991,17.0,11991,18.0,11991
5336,100.0,199908,23.0,199908,14.0,199908,73.0,199908
5337,2.0,10683,10.0,10683,1.0,10683,2.0,10683
5338,1.0,221474,3.0,221474,1.0,221474,3.0,221474
5339,4.0,12344,11.0,12344,5.0,12344,24.0,12344
5340,29.0,102341,18.0,102341,38.0,102341,81.0,102341
5341,100.0,65629,4.0,65629,0.0,65629,4.0,65629
5342,100.0,200779,65.0,200779,12.0,200779,17.0,200779
5343,9.0,31074,99.0,31074,9.0,31074,56.0,31074
5344,0.0,202251,2.0,202251,0.0,202251,4.0,202251
5345,92.0,66843,4.0,66843,5.0,66843,3.0,66843
5346,100.0,41233,7.0,41233,19.0,41233,6.0,41233
5347,58.0,62553,15.0,62553,12.0,62553,11.0,62553
5348,1.0,265696,100.0,265696,2.0,265696,100.0,265696
5349,75.0,81081,100.0,81081,11.0,81081,100.0,81081
5350,33.0,66510,59.0,66510,7.0,66510,43.0,66510
5351,2.0,72103,2.0,72103,0.0,72103,1.0,72103
5352,100.0,39852,52.0,39852,100.0,39852,22.0,39852
5353,100.0,51233,100.0,51233,100.0,51233,65.0,51233
5354,79.0,134336,67.0,134336,34.0,134336,41.0,134336
5355,3.0,11587,1.0,11587,2.0,11587,2.0,11587
5356,3.0,29501,17.0,29501,7.0,29501,37.0,29501
5357,70.0,37231,100.0,37231,93.0,37231,100.0,37231
5358,4.0,72787,12.0,72787,17.0,72787,85.0,72787
5359,3.0,103291,10.0,103291,4.0,103291,13.0,103291
5360,100.0,199230,17.0,199230,11.0,199230,33.0,199230
5361,8.0,269932,100.0,269932,14.0,269932,100.0,269932
5362,100.0,200811,1.0,200811,1.0,200811,2.0,200811
5363,100.0,191250,100.0,191250,3.0,191250,88.0,191250
5364,33.0,32199,31.0,32199,35.0,32199,13.0,32199
5365,6.0,59087,20.0,59087,9.0,59087,42.0,59087
5366,4.0,187384,3.0,187384,1.0,187384,3.0,187384
5367,0.0,222433,1.0,222433,0.0,222433,3.0,222433
5368,2.0,47563,4.0,47563,2.0,47563,7.0,47563
5369,37.0,9220,100.0,9220,4.0,9220,70.0,9220
5370,14.0,53170,100.0,53170,21.0,53170,100.0,53170
5371,1.0,269031,10.0,269031,1.0,269031,42.0,269031
5372,27.0,32930,24.0,32930,30.0,32930,56.0,32930
5373,18.0,85216,15.0,85216,13.0,85216,17.0,85216
5374,19.0,216496,100.0,216496,52.0,216496,100.0,216496
5375,0.0,138591,3.0,138591,1.0,138591,3.0,138591
5376,4.0,214444,100.0,214444,6.0,214444,100.0,214444
5377,0.0,114411,2.0,114411,4.0,114411,10.0,114411
5378,52.0,206880,100.0,206880,100.0,206880,100.0,206880
5379,3.0,197691,4.0,197691,6.0,197691,11.0,197691
5380,1.0,192169,5.0,192169,4.0,192169,25.0,192169
5381,25.0,57076,100.0,57076,40.0,57076,100.0,57076
5382,2.0,198564,1.0,198564,1.0,198564,1.0,198564
5383,78.0,10457,100.0,10457,94.0,10457,83.0,10457
5384,100.0,167996,3.0,167996,5.0,167996,1.0,167996
5385,27.0,248783,7.0,248783,9.0,248783,11.0,248783
5386,7.0,57426,2.0,57426,2.0,57426,2.0,57426
5387,100.0,68365,100.0,68365,100.0,68365,100.0,68365
5388,3.0,48679,5.0,48679,3.0,48679,6.0,48679
5389,1.0,288161,2.0,288161,2.0,288161,8.0,288161
5390,0.0,64346,2.0,64346,0.0,64346,3.0,64346
5391,73.0,72292,100.0,72292,77.0,72292,100.0,72292
5392,1.0,12893,0.0,12893,0.0,12893,3.0,12893
5393,6.0,283054,46.0,283054,11.0,283054,76.0,283054
5394,44.0,216300,18.0,216300,44.0,216300,29.0,216300
5395,0.0,41321,7.0,41321,0.0,41321,15.0,41321
5396,42.0,217842,16.0,217842,43.0,217842,41.0,217842
5397,0.0,207141,0.0,207141,0.0,207141,3.0,207141
5398,14.0,294791,38.0,294791,28.0,294791,92.0,294791
5399,2.0,131026,100.0,131026,1.0,131026,2.0,131026
5400,100.0,54066,100.0,54066,2.0,54066,2.0,54066
5401,4.0,191179,3.0,191179,6.0,191179,10.0,191179
5402,100.0,220727,0.0,220727,0.0,220727,2.0,220727
5403,100.0,48415,100.0,48415,43.0,48415,100.0,48415
5404,4.0,51634,100.0,51634,37.0,51634,100.0,51634
5405,0.0,141631,0.0,141631,1.0,141631,3.0,141631
5406,5.0,9559,14.0,9559,6.0,9559,52.0,9559
5407,28.0,270569,31.0,270569,18.0,270569,41.0,270569
5408,40.0,192755,4.0,192755,1.0,192755,2.0,192755
5409,81.0,235525,12.0,235525,5.0,235525,11.0,235525
5410,5.0,295495,11.0,295495,4.0,295495,5.0,295495
5411,15.0,65691,67.0,65691,12.0,65691,26.0,65691
5412,6.0,230377,100.0,230377,11.0,230377,100.0,230377
5413,100.0,60493,100.0,60493,100.0,60493,100.0,60493
5414,18.0,44436,3.0,44436,2.0,44436,8.0,44436
5415,13.0,53865,12.0,53865,4.0,53865,5.0,53865
5416,97.0,10504,11.0,10504,61.0,10504,8.0,10504
5417,2.0,59992,3.0,59992,1.0,59992,2.0,59992
5418,24.0,90901,8.0,90901,6.0,90901,19.0,90901
5419,99.0,12169,49.0,12169,13.0,12169,7.0,12169
5420,100.0,221659,100.0,221659,100.0,221659,100.0,221659
5421,0.0,211715,1.0,211715,0.0,211715,6.0,211715
5422,27.0,11315,8.0,11315,7.0,11315,19.0,11315
5423,96.0,71914,100.0,71914,30.0,71914,80.0,71914
5424,25.0,9236,13.0,9236,30.0,9236,45.0,9236
5425,50.0,198964,100.0,198964,78.0,198964,100.0,198964
5426,0.0,30018,0.0,30018,0.0,30018,3.0,30018
5427,4.0,169971,6.0,169971,4.0,169971,9.0,169971
5428,2.0,10857,5.0,10857,1.0,10857,3.0,10857
5429,6.0,11745,6.0,11745,6.0,11745,4.0,11745
5430,62.0,9666,100.0,9666,11.0,9666,57.0,9666
5431,0.0,227277,0.0,227277,0.0,227277,0.0,227277
5432,100.0,249491,30.0,249491,100.0,249491,58.0,249491
5433,12.0,184802,1.0,184802,3.0,184802,5.0,184802
5434,0.0,81306,3.0,81306,1.0,81306,4.0,81306
5435,100.0,71851,100.0,71851,100.0,71851,100.0,71851
5436,18.0,11250,100.0,11250,7.0,11250,83.0,11250
5437,2.0,199363,100.0,199363,4.0,199363,61.0,199363
5438,37.0,11600,97.0,11600,75.0,11600,100.0,11600
5439,100.0,52632,85.0,52632,9.0,52632,25.0,52632
5440,19.0,10441,4.0,10441,4.0,10441,5.0,10441
5441,3.0,223371,4.0,223371,18.0,223371,37.0,223371
5442,12.0,10011,54.0,10011,24.0,10011,100.0,10011
5443,100.0,40176,8.0,40176,1.0,40176,5.0,40176
5444,100.0,225026,2.0,225026,14.0,225026,1.0,225026
5445,100.0,234267,100.0,234267,44.0,234267,100.0,234267
5446,1.0,249757,0.0,249757,1.0,249757,1.0,249757
5447,49.0,66044,37.0,66044,11.0,66044,47.0,66044
5448,100.0,30624,7.0,30624,3.0,30624,4.0,30624
5449,1.0,215869,55.0,215869,13.0,215869,100.0,215869
5450,100.0,12305,100.0,12305,100.0,12305,32.0,12305
5451,100.0,117801,100.0,117801,100.0,117801,100.0,117801
5452,16.0,193914,100.0,193914,28.0,193914,100.0,193914
5453,0.0,247749,26.0,247749,0.0,247749,68.0,247749
5454,6.0,10292,19.0,10292,3.0,10292,2.0,10292
5455,0.0,12755,1.0,12755,0.0,12755,4.0,12755
5456,0.0,66947,4.0,66947,0.0,66947,9.0,66947
5457,6.0,44420,26.0,44420,15.0,44420,82.0,44420
5458,100.0,31520,100.0,31520,40.0,31520,71.0,31520
5459,14.0,295529,95.0,295529,16.0,295529,100.0,295529
5460,1.0,200387,9.0,200387,4.0,200387,21.0,200387
5461,68.0,45231,100.0,45231,62.0,45231,100.0,45231
5462,100.0,11196,100.0,11196,2.0,11196,19.0,11196
5463,100.0,44973,9.0,44973,100.0,44973,7.0,44973
5464,1.0,29540,17.0,29540,1.0,29540,60.0,29540
5465,100.0,195985,100.0,195985,100.0,195985,100.0,195985
5466,3.0,110106,7.0,110106,2.0,110106,4.0,110106
5467,68.0,28886,13.0,28886,0.0,28886,2.0,28886
5468,100.0,9631,100.0,9631,100.0,9631,100.0,9631
5469,18.0,110556,39.0,110556,34.0,110556,100.0,110556
5470,7.0,70651,16.0,70651,8.0,70651,57.0,70651
5471,1.0,200153,1.0,200153,1.0,200153,1.0,200153
5472,100.0,12094,100.0,12094,3.0,12094,5.0,12094
5473,8.0,249995,4.0,249995,13.0,249995,30.0,249995
5474,17.0,100556,100.0,100556,27.0,100556,100.0,100556
5475,14.0,45909,100.0,45909,75.0,45909,100.0,45909
5476,0.0,10046,0.0,10046,3.0,10046,23.0,10046
5477,1.0,210915,100.0,210915,2.0,210915,100.0,210915
5478,100.0,60344,20.0,60344,8.0,60344,16.0,60344
5479,2.0,65516,22.0,65516,11.0,65516,55.0,65516
5480,58.0,200446,18.0,200446,68.0,200446,100.0,200446
5481,1.0,208076,3.0,208076,2.0,208076,4.0,208076
5482,3.0,10416,32.0,10416,3.0,10416,25.0,10416
5483,4.0,39281,7.0,39281,3.0,39281,10.0,39281
5484,100.0,32137,100.0,32137,100.0,32137,100.0,32137
5485,100.0,262329,100.0,262329,100.0,262329,100.0,262329
5486,25.0,53424,42.0,53424,35.0,53424,46.0,53424
5487,5.0,280140,7.0,280140,14.0,280140,29.0,280140
5488,4.0,271505,3.0,271505,4.0,271505,1.0,271505
5489,6.0,40208,4.0,40208,2.0,40208,13.0,40208
5490,1.0,249583,100.0,249583,14.0,249583,100.0,249583
5491,7.0,56626,21.0,56626,2.0,56626,10.0,56626
5492,100.0,48792,100.0,48792,23.0,48792,51.0,48792
5493,4.0,47467,4.0,47467,7.0,47467,7.0,47467
5494,2.0,9324,1.0,9324,1.0,9324,14.0,9324
5495,4.0,69535,51.0,69535,11.0,69535,100.0,69535
5496,100.0,35758,3.0,35758,5.0,35758,4.0,35758
5497,100.0,233326,100.0,233326,9.0,233326,8.0,233326
5498,21.0,35888,66.0,35888,30.0,35888,82.0,35888
5499,100.0,266413,12.0,266413,4.0,266413,1.0,266413
5500,10.0,207100,91.0,207100,16.0,207100,50.0,207100
5501,100.0,63211,100.0,63211,4.0,63211,14.0,63211
5502,0.0,266940,0.0,266940,0.0,266940,0.0,266940
5503,9.0,155326,1.0,155326,5.0,155326,3.0,155326
5504,10.0,51730,72.0,51730,26.0,51730,100.0,51730
5505,32.0,35534,54.0,35534,49.0,35534,100.0,35534
5506,27.0,220766,100.0,220766,45.0,220766,100.0,220766
5507,100.0,29147,100.0,29147,4.0,29147,100.0,29147
5508,0.0,38756,1.0,38756,0.0,38756,3.0,38756
5509,6.0,9518,100.0,9518,10.0,9518,100.0,9518
5510,100.0,82711,100.0,82711,100.0,82711,100.0,82711
5511,58.0,36318,81.0,36318,9.0,36318,16.0,36318
5512,72.0,10380,100.0,10380,13.0,10380,100.0,10380
5513,3.0,221177,1.0,221177,3.0,221177,1.0,221177
5514,2.0,50434,8.0,50434,3.0,50434,11.0,50434
5515,61.0,43648,100.0,43648,12.0,43648,41.0,43648
5516,2.0,40967,5.0,40967,2.0,40967,2.0,40967
5517,1.0,68095,1.0,68095,1.0,68095,64.0,68095
5518,100.0,230341,100.0,230341,14.0,230341,100.0,230341
5519,4.0,9996,1.0,9996,5.0,9996,5.0,9996
5520,0.0,42887,1.0,42887,0.0,42887,2.0,42887
5521,11.0,291819,100.0,291819,20.0,291819,100.0,291819
5522,3.0,213071,85.0,213071,9.0,213071,100.0,213071
5523,4.0,66571,6.0,66571,3.0,66571,7.0,66571
5524,72.0,244450,60.0,244450,10.0,244450,37.0,244450
5525,0.0,241202,75.0,241202,3.0,241202,80.0,241202
5526,18.0,121856,100.0,121856,19.0,121856,100.0,121856
5527,100.0,209186,100.0,209186,83.0,209186,100.0,209186
5528,11.0,32793,19.0,32793,14.0,32793,23.0,32793
5529,7.0,30254,33.0,30254,24.0,30254,66.0,30254
5530,100.0,50855,100.0,50855,23.0,50855,56.0,50855
5531,0.0,197977,3.0,197977,0.0,197977,5.0,197977
5532,58.0,250556,100.0,250556,90.0,250556,100.0,250556
5533,2.0,257293,2.0,257293,2.0,257293,6.0,257293
5534,100.0,221946,100.0,221946,2.0,221946,4.0,221946
5535,8.0,257769,8.0,257769,7.0,257769,13.0,257769
5536,100.0,145351,3.0,145351,1.0,145351,1.0,145351
5537,3.0,42868,51.0,42868,14.0,42868,42.0,42868
5538,1.0,44545,8.0,44545,4.0,44545,16.0,44545
5539,20.0,192626,13.0,192626,7.0,192626,20.0,192626
5540,100.0,251347,0.0,251347,0.0,251347,1.0,251347
5541,100.0,130601,47.0,130601,100.0,130601,79.0,130601
5542,1.0,292389,8.0,292389,2.0,292389,15.0,292389
5543,1.0,183037,2.0,183037,1.0,183037,1.0,183037
5544,37.0,198801,100.0,198801,15.0,198801,97.0,198801
5545,100.0,234494,100.0,234494,24.0,234494,97.0,234494
5546,14.0,9353,34.0,9353,15.0,9353,13.0,9353
5547,17.0,57943,41.0,57943,43.0,57943,90.0,57943
5548,100.0,257010,1.0,257010,1.0,257010,1.0,257010
5549,32.0,240385,81.0,240385,34.0,240385,54.0,240385
5550,100.0,71488,100.0,71488,9.0,71488,59.0,71488
5551,100.0,61871,72.0,61871,54.0,61871,50.0,61871
5552,10.0,256251,29.0,256251,3.0,256251,12.0,256251
5553,0.0,265862,60.0,265862,3.0,265862,100.0,265862
5554,8.0,123241,5.0,123241,9.0,123241,13.0,123241
5555,100.0,51878,100.0,51878,100.0,51878,100.0,51878
5556,2.0,208144,3.0,208144,2.0,208144,45.0,208144
5557,0.0,221229,1.0,221229,1.0,221229,3.0,221229
5558,81.0,44379,43.0,44379,17.0,44379,76.0,44379
5559,8.0,256744,5.0,256744,7.0,256744,14.0,256744
5560,44.0,230592,100.0,230592,100.0,230592,100.0,230592
5561,12.0,52307,100.0,52307,4.0,52307,26.0,52307
5562,11.0,222956,10.0,222956,17.0,222956,18.0,222956
5563,100.0,94431,100.0,94431,100.0,94431,100.0,94431
5564,0.0,205326,0.0,205326,0.0,205326,5.0,205326
5565,5.0,36416,100.0,36416,1.0,36416,100.0,36416
5566,99.0,36945,12.0,36945,17.0,36945,12.0,36945
5567,100.0,271437,100.0,271437,5.0,271437,100.0,271437
5568,100.0,210124,0.0,210124,28.0,210124,4.0,210124
5569,9.0,285270,15.0,285270,7.0,285270,43.0,285270
5570,3.0,265024,8.0,265024,2.0,265024,27.0,265024
5571,0.0,40414,0.0,40414,0.0,40414,5.0,40414
5572,0.0,9168,0.0,9168,0.0,9168,1.0,9168
5573,100.0,215408,23.0,215408,4.0,215408,9.0,215408
5574,22.0,221854,2.0,221854,5.0,221854,2.0,221854
5575,100.0,262535,0.0,262535,1.0,262535,0.0,262535
5576,1.0,66176,7.0,66176,2.0,66176,18.0,66176
5577,2.0,227129,100.0,227129,1.0,227129,100.0,227129
5578,12.0,150041,10.0,150041,5.0,150041,17.0,150041
5579,3.0,70108,8.0,70108,0.0,70108,4.0,70108
5580,2.0,45246,17.0,45246,4.0,45246,16.0,45246
5581,0.0,9538,7.0,9538,1.0,9538,2.0,9538
5582,100.0,274818,22.0,274818,3.0,274818,4.0,274818
5583,100.0,227980,56.0,227980,40.0,227980,24.0,227980
5584,0.0,214219,9.0,214219,0.0,214219,45.0,214219
5585,2.0,148021,0.0,148021,4.0,148021,1.0,148021
5586,12.0,205058,6.0,205058,1.0,205058,3.0,205058
5587,1.0,33090,29.0,33090,2.0,33090,100.0,33090
5588,100.0,29864,6.0,29864,8.0,29864,4.0,29864
5589,100.0,82361,100.0,82361,100.0,82361,100.0,82361
5590,0.0,254407,100.0,254407,2.0,254407,74.0,254407
5591,0.0,28799,1.0,28799,1.0,28799,15.0,28799
5592,30.0,266599,18.0,266599,12.0,266599,10.0,266599
5593,45.0,130656,100.0,130656,100.0,130656,100.0,130656
5594,1.0,202322,0.0,202322,1.0,202322,0.0,202322
5595,100.0,67272,100.0,67272,76.0,67272,100.0,67272
5596,1.0,9884,12.0,9884,10.0,9884,100.0,9884
5597,11.0,249720,6.0,249720,4.0,249720,8.0,249720
5598,1.0,212772,5.0,212772,1.0,212772,4.0,212772
5599,100.0,40551,100.0,40551,100.0,40551,100.0,40551
5600,41.0,241740,100.0,241740,58.0,241740,83.0,241740
5601,0.0,39921,0.0,39921,1.0,39921,3.0,39921
5602,2.0,10066,10.0,10066,7.0,10066,34.0,10066
5603,100.0,254391,100.0,254391,100.0,254391,100.0,254391
5604,3.0,240628,3.0,240628,2.0,240628,7.0,240628
5605,100.0,216048,100.0,216048,4.0,216048,33.0,216048
5606,36.0,45883,86.0,45883,5.0,45883,67.0,45883
5607,2.0,224139,5.0,224139,2.0,224139,4.0,224139
5608,14.0,120986,100.0,120986,5.0,120986,45.0,120986
5609,100.0,115261,20.0,115261,58.0,115261,10.0,115261
5610,55.0,11677,100.0,11677,25.0,11677,68.0,11677
5611,0.0,227345,2.0,227345,0.0,227345,3.0,227345
5612,75.0,81371,100.0,81371,0.0,81371,12.0,81371
5613,19.0,45495,19.0,45495,19.0,45495,19.0,45495
5614,9.0,268641,5.0,268641,12.0,268641,5.0,268641
5615,87.0,11732,42.0,11732,13.0,11732,42.0,11732
5616,29.0,194033,7.0,194033,2.0,194033,1.0,194033
5617,2.0,288045,2.0,288045,2.0,288045,3.0,288045
5618,52.0,244684,100.0,244684,19.0,244684,55.0,244684
5619,2.0,154281,2.0,154281,3.0,154281,6.0,154281
5620,14.0,50697,8.0,50697,16.0,50697,32.0,50697
5621,19.0,123646,26.0,123646,30.0,123646,48.0,123646
5622,0.0,223613,0.0,223613,0.0,223613,0.0,223613
5623,5.0,43111,35.0,43111,15.0,43111,45.0,43111
5624,4.0,205721,100.0,205721,9.0,205721,100.0,205721
5625,27.0,204833,100.0,204833,36.0,204833,100.0,204833
5626,0.0,50052,4.0,50052,0.0,50052,14.0,50052
5627,100.0,283536,100.0,283536,18.0,283536,100.0,283536
5628,38.0,56885,3.0,56885,9.0,56885,3.0,56885
5629,3.0,43384,4.0,43384,2.0,43384,2.0,43384
5630,100.0,207073,100.0,207073,49.0,207073,100.0,207073
5631,1.0,12671,1.0,12671,0.0,12671,1.0,12671
5632,2.0,49623,100.0,49623,4.0,49623,100.0,49623
5633,1.0,199494,31.0,199494,2.0,199494,100.0,199494
5634,100.0,48527,100.0,48527,100.0,48527,100.0,48527
5635,4.0,196624,11.0,196624,3.0,196624,8.0,196624
5636,100.0,240844,10.0,240844,14.0,240844,7.0,240844
5637,9.0,59336,100.0,59336,4.0,59336,38.0,59336
5638,1.0,258127,6.0,258127,1.0,258127,17.0,258127
5639,3.0,209082,19.0,209082,4.0,209082,84.0,209082
5640,0.0,142986,0.0,142986,0.0,142986,3.0,142986
5641,100.0,279380,100.0,279380,3.0,279380,20.0,279380
5642,100.0,194249,1.0,194249,4.0,194249,1.0,194249
5643,21.0,226391,100.0,226391,49.0,226391,100.0,226391
5644,2.0,217835,4.0,217835,1.0,217835,1.0,217835
5645,0.0,246990,0.0,246990,0.0,246990,0.0,246990
5646,10.0,62436,39.0,62436,7.0,62436,34.0,62436
5647,2.0,67634,2.0,67634,3.0,67634,3.0,67634
5648,14.0,10709,100.0,10709,37.0,10709,100.0,10709
5649,27.0,12734,52.0,12734,13.0,12734,27.0,12734
5650,1.0,127756,1.0,127756,1.0,127756,1.0,127756
5651,100.0,9312,100.0,9312,25.0,9312,100.0,9312
5652,0.0,37303,3.0,37303,1.0,37303,7.0,37303
5653,8.0,57902,15.0,57902,9.0,57902,60.0,57902
5654,1.0,234085,9.0,234085,5.0,234085,100.0,234085
5655,0.0,225694,1.0,225694,0.0,225694,7.0,225694
5656,0.0,10973,17.0,10973,2.0,10973,21.0,10973
5657,0.0,194530,1.0,194530,0.0,194530,1.0,194530
5658,5.0,190573,3.0,190573,4.0,190573,10.0,190573
5659,1.0,27753,0.0,27753,1.0,27753,22.0,27753
5660,3.0,190089,27.0,190089,4.0,190089,47.0,190089
5661,1.0,60372,40.0,60372,5.0,60372,29.0,60372
5662,0.0,80126,2.0,80126,0.0,80126,5.0,80126
5663,0.0,247051,0.0,247051,0.0,247051,10.0,247051
5664,29.0,10070,100.0,10070,32.0,10070,100.0,10070
5665,19.0,47902,5.0,47902,9.0,47902,18.0,47902
5666,52.0,189302,38.0,189302,24.0,189302,39.0,189302
5667,100.0,175175,20.0,175175,13.0,175175,32.0,175175
5668,0.0,12558,0.0,12558,0.0,12558,28.0,12558
5669,91.0,10565,10.0,10565,34.0,10565,20.0,10565
5670,20.0,190436,98.0,190436,49.0,190436,100.0,190436
5671,100.0,254692,1.0,254692,0.0,254692,1.0,254692
5672,100.0,44768,100.0,44768,82.0,44768,71.0,44768
5673,100.0,67008,100.0,67008,100.0,67008,100.0,67008
5674,0.0,190066,8.0,190066,0.0,190066,61.0,190066
5675,100.0,147141,100.0,147141,10.0,147141,25.0,147141
5676,43.0,11374,10.0,11374,2.0,11374,60.0,11374
5677,19.0,201324,6.0,201324,22.0,201324,11.0,201324
5678,100.0,29608,100.0,29608,3.0,29608,39.0,29608
5679,80.0,40681,80.0,40681,80.0,40681,80.0,40681
5680,13.0,9607,26.0,9607,20.0,9607,100.0,9607
5681,0.0,246705,3.0,246705,0.0,246705,23.0,246705
5682,0.0,69016,6.0,69016,0.0,69016,14.0,69016
5683,100.0,187577,92.0,187577,100.0,187577,63.0,187577
5684,0.0,63335,1.0,63335,0.0,63335,10.0,63335
5685,1.0,218781,75.0,218781,9.0,218781,100.0,218781
5686,3.0,58966,99.0,58966,5.0,58966,50.0,58966
5687,7.0,258465,7.0,258465,7.0,258465,2.0,258465
5688,100.0,61758,100.0,61758,92.0,61758,88.0,61758
5689,45.0,260119,100.0,260119,12.0,260119,100.0,260119
5690,100.0,36379,100.0,36379,100.0,36379,62.0,36379
5691,100.0,52468,100.0,52468,46.0,52468,52.0,52468
5692,2.0,42891,5.0,42891,0.0,42891,18.0,42891
5693,8.0,93531,100.0,93531,27.0,93531,100.0,93531
5694,1.0,121006,1.0,121006,1.0,121006,1.0,121006
5695,100.0,28222,11.0,28222,2.0,28222,14.0,28222
5696,55.0,67233,100.0,67233,0.0,67233,1.0,67233
5697,100.0,229033,2.0,229033,7.0,229033,9.0,229033
5698,100.0,234251,100.0,234251,100.0,234251,100.0,234251
5699,68.0,40510,100.0,40510,86.0,40510,100.0,40510
5700,100.0,212733,9.0,212733,6.0,212733,13.0,212733
5701,12.0,287467,60.0,287467,16.0,287467,74.0,287467
5702,2.0,231053,15.0,231053,2.0,231053,6.0,231053
5703,10.0,112766,69.0,112766,32.0,112766,100.0,112766
5704,23.0,42487,100.0,42487,51.0,42487,100.0,42487
5705,34.0,214464,74.0,214464,8.0,214464,38.0,214464
5706,100.0,52254,100.0,52254,26.0,52254,52.0,52254
5707,0.0,137701,0.0,137701,0.0,137701,5.0,137701
5708,3.0,10477,1.0,10477,3.0,10477,3.0,10477
5709,100.0,50639,18.0,50639,6.0,50639,3.0,50639
5710,100.0,232556,100.0,232556,1.0,232556,1.0,232556
5711,5.0,211236,7.0,211236,8.0,211236,25.0,211236
5712,5.0,9715,29.0,9715,8.0,9715,34.0,9715
5713,0.0,10924,6.0,10924,0.0,10924,23.0,10924
5714,100.0,258609,8.0,258609,1.0,258609,13.0,258609
5715,100.0,47406,41.0,47406,10.0,47406,18.0,47406
5716,68.0,9345,100.0,9345,19.0,9345,42.0,9345
5717,100.0,184834,2.0,184834,1.0,184834,2.0,184834
5718,36.0,190932,44.0,190932,9.0,190932,34.0,190932
5719,27.0,199210,24.0,199210,20.0,199210,45.0,199210
5720,1.0,10861,2.0,10861,3.0,10861,20.0,10861
5721,0.0,65961,2.0,65961,0.0,65961,10.0,65961
5722,51.0,257513,100.0,257513,75.0,257513,100.0,257513
5723,1.0,74389,0.0,74389,0.0,74389,7.0,74389
5724,0.0,200132,31.0,200132,1.0,200132,16.0,200132
5725,10.0,219743,4.0,219743,10.0,219743,6.0,219743
5726,2.0,190461,18.0,190461,2.0,190461,2.0,190461
5727,7.0,253100,100.0,253100,11.0,253100,100.0,253100
5728,0.0,236903,1.0,236903,0.0,236903,1.0,236903
5729,100.0,9914,100.0,9914,6.0,9914,54.0,9914
5730,5.0,46145,25.0,46145,16.0,46145,76.0,46145
5731,10.0,10725,100.0,10725,17.0,10725,100.0,10725
5732,100.0,195474,100.0,195474,1.0,195474,3.0,195474
5733,72.0,64937,100.0,64937,19.0,64937,78.0,64937
5734,8.0,211534,100.0,211534,50.0,211534,100.0,211534
5735,13.0,240491,2.0,240491,11.0,240491,15.0,240491
5736,100.0,91961,100.0,91961,36.0,91961,35.0,91961
5737,0.0,11134,1.0,11134,1.0,11134,15.0,11134
5738,0.0,281931,8.0,281931,3.0,281931,46.0,281931
5739,7.0,27905,100.0,27905,11.0,27905,67.0,27905
5740,1.0,170971,1.0,170971,1.0,170971,1.0,170971
5741,2.0,62949,5.0,62949,2.0,62949,3.0,62949
5742,5.0,171726,1.0,171726,2.0,171726,1.0,171726
5743,100.0,222311,48.0,222311,5.0,222311,20.0,222311
5744,100.0,274571,21.0,274571,32.0,274571,39.0,274571
5745,1.0,40584,1.0,40584,1.0,40584,4.0,40584
5746,49.0,9502,1.0,9502,0.0,9502,1.0,9502
5747,10.0,27513,48.0,27513,3.0,27513,2.0,27513
5748,28.0,10230,41.0,10230,30.0,10230,16.0,10230
5749,5.0,237113,18.0,237113,12.0,237113,45.0,237113
5750,4.0,33550,3.0,33550,2.0,33550,3.0,33550
5751,0.0,146286,7.0,146286,4.0,146286,56.0,146286
5752,2.0,42690,7.0,42690,4.0,42690,19.0,42690
5753,1.0,9781,7.0,9781,0.0,9781,16.0,9781
5754,50.0,226978,28.0,226978,7.0,226978,22.0,226978
5755,100.0,220455,100.0,220455,100.0,220455,100.0,220455
5756,4.0,27790,4.0,27790,3.0,27790,3.0,27790
5757,2.0,12124,6.0,12124,0.0,12124,22.0,12124
5758,9.0,10119,100.0,10119,19.0,10119,100.0,10119
5759,100.0,10549,16.0,10549,61.0,10549,14.0,10549
5760,100.0,226581,100.0,226581,17.0,226581,14.0,226581
5761,100.0,50212,100.0,50212,42.0,50212,12.0,50212
5762,11.0,259599,100.0,259599,15.0,259599,100.0,259599
5763,100.0,43594,4.0,43594,9.0,43594,7.0,43594
5764,100.0,52385,100.0,52385,2.0,52385,4.0,52385
5765,4.0,34153,27.0,34153,12.0,34153,72.0,34153
5766,10.0,251003,19.0,251003,3.0,251003,38.0,251003
5767,37.0,77161,28.0,77161,30.0,77161,48.0,77161
5768,0.0,141056,3.0,141056,0.0,141056,3.0,141056
5769,100.0,249433,100.0,249433,100.0,249433,100.0,249433
5770,100.0,29761,100.0,29761,35.0,29761,100.0,29761
5771,3.0,250612,24.0,250612,3.0,250612,33.0,250612
5772,14.0,35742,82.0,35742,24.0,35742,75.0,35742
5773,14.0,63122,29.0,63122,17.0,63122,67.0,63122
5774,3.0,30794,1.0,30794,1.0,30794,3.0,30794
5775,100.0,274199,0.0,274199,0.0,274199,0.0,274199
5776,100.0,11533,9.0,11533,1.0,11533,3.0,11533
5777,5.0,27952,25.0,27952,5.0,27952,19.0,27952
5778,100.0,9410,100.0,9410,33.0,9410,96.0,9410
5779,100.0,35596,8.0,35596,3.0,35596,4.0,35596
5780,11.0,233042,26.0,233042,8.0,233042,16.0,233042
5781,1.0,11499,9.0,11499,0.0,11499,3.0,11499
